tweet,sentiment
ئەمنیش حەزم لێیە لەبەر ئەوەی شایستە ئەوە فانی فەڕەنساشم لەبەرامبەر یەک ئەمن ئەگەر نەمر باشە🥺😂,positive
ئەمرۆ لە کاتی هاتنەوەدا بۆ مالەوە خوای گەورە کەسێکی خستەوە بەرچاوم کە لە ژیانمدا تەسەورم ناکرد بیبینم هەستم ئەکرد خەونە لەناو پاسەکەیە سێری ئەکردم چوومە دەروە بینیمی نازانم بلێم چی شۆک بووم لە ناخەوە دلم پرە 🤍,positive
سڵاوی خوات لێبێت گوڵ برا هەموکاتت باش و بەختەوەربیت سوپاس دەکەم🤲🏻🌷🤲🏻🌷🤲🏻,positive
دوو گریانی جیاواز یەک لە خۆشی بردنەوە ئەوی تریش دۆران… 😕,positive
سوپاس بۆ وتە جوان و دڵخۆش و نایابانەت👏🏻👏🏻👏🏻👏🏻,positive
خەونەکەی مێسی هاتەدی مێژوی بۆخۆی تۆمار کرد😘😘😍😍🥰🥰🤩🤩,positive
بخودێ من احتفالیەک دیناتی کر 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 استهتارێ ب لەعبێ بکەی نەتیجێ ئەخێری دێ ب گری چی مەتاڕی 😂😂😂😂😂😂😂😂😂😂😂,positive
"ئینستاگرام ℹ️| - نوێکردنەوەی جەیبی لە ڕێگەی هێڵی 24 کاتژمێری ئینستاگرام. 🌴: @.jinyoung_0922jy بەڵگە... چێژم لێ وەرگرت~~"" ~𝐉🧚‍♀️",positive
لە کۆتایشدا سوپاسی خودا بکە چونکە هەموو سەختیەکانی ژیانت بێ حیکمەت نییە...!🤍,positive
هەبوونا تە ل عەزیزێن تە پیروزبیت 💙 ان شاءالله یێ تێر عەمر بی ،سەرکەفتن و گرنژین هەردەم بەهرا تە بیت 😍💙,positive
وه ئێسە ئەڕای ئەو ڕۆژە ئەقرە توفەنگ نامەسە لا خۆدا بۊشێ بەس😂 جیا وە هەنەکە یارو هاتیە منشن شەش ڕۆژ پێشم جواو دەی خاڵۆ گۊ خۆاردم واز بارە دی لەرکوردایەتی زەدەم کردن :/,positive
بەرزوپیرۆز بێت ڕۆژی ئالای کوردستان💚🌞❤️ #رۆژی_ئالای_کوردستان,positive
تۆ لە مقامێکی هایدە و لە وێنەیەکی ڤانکۆخ و شعرێکی شێرکۆ بئ کەس و لە قەسیدەیەکی بەختیار عەلی جوانتری 😌,positive
هههههه یانی بلێ هەموانت کەشف کرد😂,positive
چیە دیارە تۆش لەخۆمانی هەستی سەرمابونت هەیە🤣😂,positive
جزاک الله خیرا برای خۆشەویستم سلاو ڕێزم هه یە بۆت ❤️,positive
من وەک فانێکی ئەرژەنتین زۆر شەرەفمەندم کە تیمەکەمان لە فەڕەنسای پاڵەوانی بردەوە! کاتی ئەم قسانە نییە فەڕەنسا زۆۆۆر لەوە بەقوەتترە فانەکانی وا بڵێن😉,positive
ماڵئاۆا هاۆری خۆشەۆیست سنە جارەکی تر بە خۆینی لاۆانی سۆر دەنۆینی😔 ڕەگات ڕۆنە هەۆالی ئازیز💔 #سنندج #مهسا_امینی,positive
بە بیروبۆچوونی من کاتێک تامی خواردن دەکەیت کە بە دەست نانت خوارد. 😁 بە تایبەتی ئەمە 👇🏻,positive
#صورە_جدیدە_للملف_الشخصی بزانە دەمێ تو هەر توبی و نەبیە چ کەس، تویا جوان و جێوازی ، هزر و ڕەفتار و کارێن خویێن جوان و پاقژ نە گهورە ، تو ب وان سالو خەتێن جوان یا جێوازبە 💙😌,positive
بیبەنەوە یان نا هەموو کات شانازی بەخۆم دەکەم کە هاندەری ئێوەم مێژوەکی پڕ شانازی 🇫🇷🔥🫶🏻,positive
ڕوحی شاد 🖤 زۆر زووش دەتوانن بێنەوە، هێندەی نەماوە,positive
کەڵهوری زۆر جوان قسە ئەکەی دادە سروە 👍🏻,positive
لەوە بەهێزترم کە سەختیەکانی دوێنێم ئارامی ئەمرۆم بشێوێنێت….🤍,positive
ئەوەی ئەمساڵ قەتەر کردی تەنها بەرێوەبردنی مۆندیال نەبوو بەڵکوو پیشاندانی کەلتوور و تەقالیدوو پێشکەوتن وە لە هەمووی گرنگتر ئاستێکی بەرزی سەقافی ئیسلامی کە هەزاران کەس موسڵمان بوون بەم بۆنەیەوە سووپاس قەتەر ✋🏻,positive
خوا هەیە لەسەرەوە هەمو شت ئەبینێت🤍🤍,positive
وتم با ڕۆژەکەم خۆش بێت بەس ئاواااا؟؟؟؟؟😂😂😂😂پیرۆزمان بێت🥹🇧🇷✌🏻😭🤩,positive
ژین بۆتۆی گوڵ بیت سوباستەکەم ئازیزی تۆ💐💐,positive
خۆزگە دەیزانی کە چەندە ئەو بۆ ئێمە گرینگە 🐋😭🙌🏼,positive
الحمد للە🙏🏻 خودا خوشیێ بدەتە مە هەمیان🤲🏻,positive
من لە ( قەدیمەوە ) حەزم بە کۆدە 😅😈,positive
مێسی دەبێتە پاڵەوانی مۆندیای 2022 سکرین کەن 💪🔥🇦🇷,positive
سڵاوی خوات لێبێت خوشکی گوڵم دڵخۆش و بەختەوەربیت یاربی 🤲🏻🌹🤲🏻🌹🤲🏻,positive
بژی، دەستخۆش ✌️🌹 هەر بمێنی بۆ کوردستان❤️,positive
پیرۆزە لە ئەرجەنتین زۆر کەشفە زۆر👋🏻🇦🇷,positive
ئاماژەت بە خاڵەکی زۆر جوان دا شێرەکەم 🔥,positive
کاکە ساحێب بەخۆیتی چاکی دەکات تێکی دەدات بە کەیفی خۆی بەناو دەکەوی😁,positive
سوجدە بردن بە کەم مەزانن لەبەردەم ئەستێرەکانی جیهان؛ هەموو جیهان سەیری قەتەر دەکات، سوجدەکان پەیامی گرنگن.. بەهیواین سوجدەکان بە اللە اکبری هەستانەوە کۆتاییان بێت دەمێکە بە دڵ ئاوا خۆشحاڵ نەبوم بە سەرکەوتنی هەڵبژاردەیەکی عەرەبی ❤️😍,positive
سۆنیای کوردستان ئازاد بوو✌️😍😍 #مهسا_امینی #سامان_یاسین #پرهام_پروری,positive
سوپاس گوڵەکەم تۆش سەرکەوتووبیت یاخوا..💜 -🐰,positive
سڵاو لە مامە چێنەر و قسە خۆشەکانی 😂,positive
به ته واو ڕێزمو بۆ ئه و هاورێته🙏🏻به ڕاسی ئه وان ئیمه به برا نازانن.من زۆریان ئه ناسم،خزمی زۆریشمان هه یه له سلێمانی.به ئیمه ئه لێن ئیرانی.به کچه کانمان ئه لێن ... ئیرانی،خۆم به گوێما چوه سه خوارۆ،دلم سپی نابێتۆ.,positive
▫️شوێنی دەسپێک مەیدانی بێسارانی دەبێت و گەر کەمێک پێش ئەم کاتە لەوێدا بن زۆر باش دەبێت . ▫️وەک تاکێکی ئەم وڵاتە، وەک مرۆڤ دۆستێک، وەک ناڕازیەک، وەک کوردێک، وەک یارمەتیدەری بنەماڵەی هەموو شەهیدان ئەرکی هەموومانە بەشدار بین لەم ڕێپێوانەدا وەک ڕێپێوانی کۆچی مێژووی مەریوان،,positive
هههه دڵی خۆت خۆش کە 😂💔,positive
ئیموونی 🌚 من ڕۆژ بوونت لە خۆمان پیرۆز 🥹 تەمەن پر خێر بی و خوا لۆمەت بهێلی جیانی من 💙 هەمیشە پێکەنین میوانی لێوەکانت بی ✨ئازیزی منن 🥹💎,positive
لەوەتەی تۆ ئەناسم مێرولە لەماڵمان زیادی کردووە هەی شەکرەکەم 🥹,positive
جا خوا ناکات سبەی ئەرجەنتین بدۆرێ یەک کەس تاگم نەکات ها 😡,positive
ئەی هەزار الحمدالله پیرۆزمان بی یاخوا 😭🫶🏻🇦🇷,positive
دەست خوش و ل ئەکاوێنتێن گەلەکا فانێت تویتەرێ دیاڕە ب چونا بەرازیل دلشکەستی مانە.هەر کەسێ خودان ڕحەکا وەرزشی بیت ڤێت خو دگەل شکەستن وسەرکەفتنا ب گونجینیت ونە ب سەرکەفتنا مەغڕوبیت و نە ب شکەستنا بێ ئومێد بیت ژبەر کو هەلبەت دێ هەر دوو هەبن.دوبارە سەرکەفتی بن خوشکا 💐🙏💐,positive
بیرێ نۆستالژیک بوو لە سەردەمێ خۆش بۆ من ، لەو کاتانە وا ژیانی مرۆڤ بەرەو گۆڕانی قوول ئەروات 🤓,positive
هەرگیز بۆ فێربوون درەنگ نیە. ✌️,positive
ههه نەبابە خۆ من گاڵتەم بەکەس نەکردوە خۆی پێم وایە تۆپی پێ بەس چێژ بینین و ئەشقە گەر نا کەس بۆی نییە لە ئاستی هیچ یاریزانێک کەم بکاتەوە بێگوومان ڕۆناڵدۆ پرتوگالیش هەوڵیان یاوە بەس دیارە مەغریب شایەنی بوە 🤷🏿‍♀️💗 پێشم وایە گەمژەترین مرۆڤ ئەوەیە کە هەستی کەسی بەرامبەر بریندار ئەکا,positive
تاکە کەس منی خۆشبوێ ئالێکسە 🥺💕,positive
زۆر سپاس زۆر زۆر باشە ئەگەر وایە 👍🏼👍🏼✌️👏🏻,positive
ئەو ڤیگۆرستە زۆر شێرە بەخوا🔥 ئەبووایە لە سەرەتاوە یاری بکردایە,positive
دڵی براگیان تۆش هەمیشە خۆشەویست و ئەزیزی😍,positive
فرمێسکی ڕشت بەڵام فرمێسکتی خۆشی ❤️,positive
لەوانەیە ڕۆژێک دوای شەوچلە بۆ ئێوە زستانێکی سەخت دەست پێ بکا بەڵام شەوچلە بۆ ئێمە لە دایک بوونی بەهارێکی سەرسەوز بوو بەهارێکی کە تا ئێستاش هەر سەرچڵ دەدا 🙃😉 #شەوچلە,positive
هەر خۆی یەکەمە لە دڵی ئێمە ئەمێنێتەوە بۆ هەمیشە هەرگیز کەس پێ ناگات لەمەوە فێری وانەی ژیان بووم 💔,positive
🍁🌧️ شەوێکی پاییزی بوو و بارانیش بە ڕێژنە دەباری و مناڵێک کە تازە چاوی بە دونیا هەڵێناوە کچی ئازیزم! ♥️ نازانم چۆن سوپاسی خودا بکەم بۆ ئەم دیاریە جوانە. سوپاس بۆ خودا بە ئەندازە تەواوی گەڵای دارەکان لەم پاییزە و تەواوی دڵۆپ دڵۆپی باران کە باری لە ئاسمان #کچ #پاییز #باران,positive
جزاک اللە خیرا سڵاو ڕەحمەتی خوات لێبێت لەخوام داوایە بەختەوەرو دڵخۆش بیت براکەم سوپاست دەکەم🌸🌸🤲🏻🌸🌸,positive
10 ساڵیش ئەبیت تۆپانێم نەدیتیە، بەس ئەو باپێیە وەیکرد تەماشای مۆندیالی بکەم بەجدی موعجیبی هاندەرتم لەهەر شوێنەک گەمەی بکەی...💙👑,positive
ئەگەر ڕێگاکەت سەخت بوو ئەوا بزانە کۆتاییەکەی جوانە🤎,positive
سه ڕوک #بافل -#تالەبانی گشت زەوی وەک تۆ بوایە،، ئێ خۆ ئێرە ئەبوە بەهەشت 💚#من #قوبادیم 💚,positive
خۆشترین هەست ئەوجە بە دەرچوون و دەرنەچوون 🫶,positive
جوانی ، ڕەنگ شوناسی جوانی گەلی کوردی مسوڵمان دیمەنێک لە 50 هەزار گوڵی کوردی مسوڵمان 💐🌺🥀🌷🌹 #جەنگی_شوناس #نووری_جیهان,positive
سوێن بەوخوایە تا یارییەک ئەبەینەوە نیوە ڕۆح ئەبین خودایە زۆۆر سپاس ♥️,positive
کوڕەکە لە کۆتایدا لە کۆتا یاری مۆندیال بەدەستت هێنا.. پراود ئۆف یو بۆی🇦🇷💙,positive
چەند باشە هەبوونی کەسی پۆزەتیڤ لە ژیانت🥲,positive
زۆر سپاس کە بەو زمانە خۆشە مێنشێنت بۆ من دانا😍🥰 زۆر زۆر هەستێکی خۆشم گرت. وایە بەڵام بە زۆری نییە و کەس ناڵێ هەر دەبێ ئەوە بێت و خۆت مەبە.,positive
خوایە گیان لێت دەپارێمەوە سوکمان نەکەی وەکی ئەوانە 😍🤲🏻 جوان کۆمێنتەکان بخونەوە ئەوجا دەزانی لەگەر چمە ! تەبعەن هەندەک کۆمێنتی جوانیشی تێدایە ئەوانیشم دانایە,positive
دە وەرە من و تۆش سەما بکەین برادەر ههههههههههههه😂,positive
سڵاوی خوات لێبێت خوشکی من بەختەوەربیت یاربی🌹🤲🏻🌹🤲🏻🌹,positive
باشه ئەگەر مغرب و ارجنتین کەتن بەر ئێک ئەز دێ تشجیعا کی کم !؟😅😑🤣,positive
😂😂😂چەند خۆشا نمونەکەی لادەبی چیلیدی 🤦🏾‍♀️,positive
وەک من شیرین نییە بەڵام قابلی تحملە 😂😂,positive
شێوەی من کە خوشکم ئەڵێت جۆنگکووک بەختی هەبو لە گۆرانی مۆندیال کە ئاوا سەرکەوتو بە ئەگینا خۆی هیچ نیە و وە هیچ بەناو بانگ نیە 🔫🙂 ئەگەر خوشکم نەئەبو,positive
لەدایک بونت پیرۆزبێت ئەیمەن گیان انشاللە تەمەن درێژ دەبیت برای من ❤️,positive
بەرزی ناو شەهید به قەد بەرزی ناو خواس✌🏼 ⛔شەهید نامرێ⛔ #مهسا_امینی,positive
گووووووو ئەخەمە ناۆ زاری خۆت و ناۆ دەمی هەموو پیرۆزیەکانت و ئەو گەورەی ناۆ پروڤایلەکەت 💩💩💩💩💩💩💩💩,positive
دەسۆ خوش بێت! زۆر سپاس! ئەگەرم ئەێدۆزمەۆ! 🙏🏾🙏🏾,positive
بیرت نەچێ من ئازادیم من ئەو خۆرەم ئەمڕۆش نەبێ ڕۆژێ هەڵدێم✌🏻 ڕۆحتان شاد هەۆالانی ڕێگای ئازادی شەرت بێ تا دۆا هەناسەی ژێانم بو مافی خۆینتان لەم شۆرشەدا نەوەستم #مهسا_امینی,positive
ئەی هاوار چەندم پێ خۆش بوو 😍,positive
🐨: با وزەبەخش بین وەک تازەدەستپێکەرێک 🐱: هیوادارم وابێت، با بەرنامەکە دەست پێ بکەین.,positive
چو تشتا ژ قەبارەیێ وان مەزنتر نەکە، ڕۆژەکێ ب ئەوی قەبارێ مەزن و ڤالا ژ ڕاستیێ دێ تە ژناڤ بەت🤍,positive
"کچی چاک, زۆر ئاساییە حەزبکەی کەشخە بی ئەوە ڕەغبەتی خۆتە, بەس وەڵای زۆر جوانی ئەگەر موراعاتی دڵ و چاوی خەڵکی تر بکەی🥰 ئینجا بەعزێ کوڕیش, بێزەحمەت کچەکانی زانکۆ ئینسانن و ڕەنگە ڕەغبەتیان لە دڵاری نەبێ, یەکسەر تیر مەهاوەو فلیرت مەکە, کرینجە بەخوا",positive
جومعە پیرۆزتر دەکرێ 💐 دەیان هەزار کوردی مسوڵمان بەیەکەوە لەخزمەت ژمارەیەک فەرمودەی پێغەمبەری خاتەم کوردستانی نیشتیمانی جودی موبارەک دەکەن ان الله وملائکته یصلون علی النبی یا ایها الذین امنوا صلوا علیْه وسلموا تسْلیما، #جەنگی_شوناس,positive
دلێن خۆە ب حەژێکرنێ ڕوهن بکەن هندی دلە ب حەژێکرنێ گەش دبیت 👫,positive
ئەرێ ولله بەس فایدە ئەوە 😄,positive
لیو🖤ئەم دل خۆشین🇦🇷 ۆ مە نەکریە گری🥲 جنکی مە تۆی هەی🔥 ۆ ئەم ناترسین🫂,positive
با بڕۆین بۆ جێمێکی ترر و پێکەنینی زیاتر😂,positive
سڵاو ڕەحمەتی خوای گەورە لە سەرتۆی گوڵ بێت بەیانیت پڕ خێرو خۆشی بێت سەلامەت وتەندروست بیت لەبەڵا بەدوربیت برای بەڕێزم سوپاست دەکەم 🤲🏻🌻🤲🏻🌻🤲🏻,positive
وایە قسەی جنابتە قاسملووی تێدایە زوربەی وێنە سەردەم 50 ساڵەی بەس پالانی پەرست نبی چاکە 😂😂,positive
"سەیری ڕەسمە کۆنەکانی مۆبایلەکەم ئەکردەوە, ئەمەم بینی❤️بیرمە ڕێک وامئەزانی خۆم و نەنکمین, حەزم ئەکرد ڕەسمی ئاوای لەگەڵ بگرم ئێستا ئەوەنەی نەماوە بۆ حەفلەی کڵاوەکە و منیش لە دڵەوە ئەمویست لێرە بیت, پێو بلێم وجودت چەن باشبوو بۆ هەموو ژیانم....",positive
هەر بەرز و شەکاوە بێت ئاڵای پیروزی کوردستان 💚☀️❤️,positive
سڵاوی خوای گەورە لەتۆش بێت ئازیز گیان بەختەوەرو دڵخۆش و بەخت جوان بیت گیانەکەم یاربی🤍🤲🤍🤲🤍,positive
سبەینێ جامی جیهانی بەرێتەوە مێسی دەبێتە باشترین یاریزانی مێژووی تۆپی پێ و چیتر ئەوە نامێنێ بڵێی ڕۆناڵدۆ و مێسی باشترینن مێسی دەبێت بە یەکەم و ڕۆناڵدۆ دووەم🤔,positive
وەڵاهی ناتانی 🤣🤣 بە زۆر بۆت دێنین,positive
هەواڵی دڵخۆشکەر بۆ فەڕەنسا و ئەرجەنتین😂😂😂,positive
"تویتەر ℹ️ | - نوێکردنەوەی هەژمێری کاروچالاکیەکانی جەیبی لە تویتەر: ""سوپاس 💚🇩🇪!"" ~𝐉🧚‍♀️",positive
زەردەخەنەکەت بکە دیاری بۆ دڵی ئازیزانت ..🙃,positive
سوپاس بوو دیتناتە فێنک جان 💙🌸,positive
جزاک اللە خیرا یارب سڵاوی 🌸خوا ت لێبێت خوشکە گیان🌺 بەختەوەریبێت ڕوسپی هەردو دونیا بیت❤ لەخەم بەدوربیت یاربی سوپاسیشت دەکەم 💐🤲🏻💐🤲🏻💐,positive
فرەنسا دێ خوسارەت بی سەرا ڤی بەرازی 😂,positive
12/12/2022 بەروارێک جوانە ئەم خەلکە هەموی ژن دێنێ و شو ئەکا منیش لە موحازەرەیا بم تا ئێستا💔🦦,positive
باشیێ بکە بەلێ چجارا بەحس نەکە ❤️,positive
• دەمێ بەردەوام کاردکەی ژبۆ گەهشتنا خەون ئارمانجێت خو و بێ هیڤی نەبی ژ گەهشتنا وان، ئەنجام یلا بدەستڤەینانە. ~ و ئاها ئەف وێنەیە “شاهدە” ~ لیونێل مێسی: ئەز دشێم هەمی ناسناڤێت خو بگوهورم دگەل موندیالێ. 💙🇦🇷🏆🐐,positive
پولا دوازدێ،چاڤێن تەیێن جوان یێن ماندی کرین🥺💔!,positive
نەنێت و نەخۆش نەبن. بە تەندروستیەکی باش بمێننەوە!!! خۆشم دەوێن❤️,positive
سڵاوی خوات میهرەبان لەتۆش بێت خونجە گوڵ گیان بەختەوەربیت دڵەکەم یاربی🌹🌹🤲🌹🌹,positive
ئێ ئنجا کەی شیرینی بخۆین 😁,positive
کاک عبداللە چاوەکەم تو بەو دەلێی ئەدەب هەبێ بو قسەکردن خووشە و تو بە امامێکی گەورە ئەلێی مورجیئەیە لە عقیدەیا و لە اهل السنە والجماعە نیە ئایە ئەوە ڕێزگرتنی زانایانە یان دەبێ من هەلەبم یان ئەوەی نوسیوتە خوت نیت 🖤,positive
خودا باشترینەکانت دوای تاڵترین ئەزمونەکان پێ دەدات ،، بۆ ئەوەی قەدری باشترین شتەکان کە پێی داویت زیاتر بزانی ،،🐝🤍,positive
سڵاوی خوا لەتۆش بێت خوشکی من بەختەوەرو دڵخۆش بیت هەموکاتت باش و ئاسودەبیت یاربی 🌹🤲🌹,positive
پیرۆزە لە ئەرجەنتین پاڵەوانانی جیهان بۆ جاری سێیەم ⚽️، پیرۆزە لە هەموو خۆشەویستانی تانگۆ، جامەکە لە میسی پیرۆز بێت، ئەمە ئەو ساتە بوو کە بەوپەڕی جۆش و خرۆشەوە چاوەڕوانی بووین🥳!!,positive
خۆشترین هەستم ئەو کاتەیە کە هەموو قوتابیان لە تاقیکردنەوەکەما دەر ئەچن وە زۆر بەشیان دەرەجەی تەواو ئەهێنن ماندوو بونم ئەحەسێتەوە ڕێک،...😍😍,positive
مردمممم😂😂😂خوایە گیان قبوڵی نەکەی خوایە ئامیننن,positive
هیچ خەمی پێ مەخۆ، کاتمان زۆر لە پێشە😁,positive
هەمیشە سەرکەوتووبن یارب پشتیوان بەخوا ناوەستێ 💙,positive
ئەمڕۆ ڕۆژی #ئاڵا ی کوردستانە و لەدامەزراوە فەرمییەکانی هەرێمی #کوردستان و لای هاووڵاتیان ئەو ڕۆژە بەرز ڕادەگیرێت. لە 17/12/ 1945دا، ئاڵای ڕێژیمی #ئێران هێنرایە خوارەوە و ئاڵای #کوردستان هەڵدرا. لە تلێگرام بینەرمان بن 📌,positive
بەرز و شەکاوە بێت ئاڵامان بەرز و پیرۆزبێت یادی شەهیدانمان کە گیانیان بەختکرد بۆ ئەم ئاڵایەمان ❤️☀️💚,positive
کە ئاوا بە خەفەتی ئێمە دڵخۆشەبن قەینا😂🖤,positive
کو ئێستا گەیشتنە قۆناغی 16 پاشی ویش دەباتەوە 😂,positive
اللهم امین دەستت خۆش بێت کاکە هاشمی ❤,positive
جین بەنرخترین و جوانترین کەسە کە هەمیشە خۆشەویستی خۆی بۆ ئەندامان و ئاڕمی دەردەبڕێت بە هەموو شێوەیەک 💜,positive
هیواخوازم زۆری هاوڕێکانت سود بەخش بن بۆت ان شاءاللە🙏🙏🙏.,positive
ان شاء الله ، هەردەم کوردستانا مە ئارام بی ، لە ژێر ساییەی تۆ سەرۆک 🙏🏻,positive
سڵاو ڕەحمەتی خوات لێبێت گوڵ برام بەیانی و تەواوی ژیانت باش بێت برای من خوای گەورە لێت ڕازی بیت برای بەقەدرم سەلامەت و سەرفرازی ماڵی خوابیت یاخوا مرازی دڵت حاسڵ بێت بەختەوەرو خۆش ژیان بیت یاربی چی باشە خوای گەەرە ئەوەت بۆ بکات یا ئیلاهی سوپاسیشت دەکەم 💐🤲🏻💐,positive
مرۆڤەکان هەمشە سەرکەوتونابن ڕۆژیک دەبەنەوە ڕۆژێک دەدۆرێن❤❤,positive
سەیرە ئەو جۆرە کەسانە لە ژیان بە شانسن و ژیان بەو جۆرە بەرێ دەکەن، انشاءالله چاک دەبێتەوە 🙏,positive
هەربژیت ڕاستی ڕێگەو بیت سپاس 💐,positive
فێجا من شولەب خەسیی یە یا کرنک جاننن ئەوین بەژن کورت با شرینن🤗🤗🤗,positive
ئەو بێنزە قەدیمیەی زۆر خۆش دەوێ بیگرن ئاگری دەن😉 #ژینا_ئەمینی,positive
ئەمشەو دوپاتت کردەوە چەندە ئوستورەیت😉😉، لیۆ ...هونەرمەندە، ئوستورەیە، خوڵقێنەرە....,positive
منیش ئاشقم هەروەک ڕەنگی ڕەش 🖤 نە سێبەری هەیە و نە سێبەری ئەبێت,positive
جیمین شییییییی 🥺 دڵی خۆی کردە دیاری بۆ هیۆنگەکەی.. 😭😭😭😭😭🤧 وەرگێڕانی پەخشەکەی جین لە کەناڵی کورد ئاڕمی لە تێلگرام ببینن :,positive
وەڵا بۆ چەن ساتێک پڕبەدڵ خۆشحاڵ بووین، هەر چەن من بە عەمرم لایەنگری تیمی ئێران نەبووم، بەتایبەت فوتباڵی بەڵام ئەمجار دۆڕانەکەیان زۆرتر چەسپی. بەداخەوە من ئەوکات زۆر مناڵ بووم بیرم نایە😅,positive
ڕۆژی ئالا پیرۆزبیت لەگشت گەلی کورد🫶🏻,positive
پێم خۆش بوو بدورێت بەس شانستان هەبوو😞,positive
هیچ شتێک هێندەی دەرونێکی ئارام ڕەنگ و ڕووی ئینسان ناگەشێنێتەوە… 🦋🕊,positive
من گەلەک کەرب ژ چافەرێ بوونئ فەدبن🙃🔥💔!,positive
بەچێژترین یاری و قەلەقیترین یاری 🇦🇷🇦🇷🤍💙,positive
سڵاو ڕەحمەتی خوات لێبێت گوڵ برام هەموکاتت باش و خۆش بیت برای من 🌻🌻🤲🏻🌻🌻,positive
سەلماندنی خۆشەویستی زۆری ناوێ لای من🤭,positive
🌺سڵاو ی خوا لەسەرجەم موسوڵمانان بێت🌺بەیانیتان باش هاوڕێیانی ئازیز و💙❤خۆشەویست🌹 ڕۆژتان پڕبێت لە خێر و خۆشی و شادی و بەرەکەت و🌹 بەختەوەری🌹 🌷 بەیانیتان گوڵ بێت🌹لەبەڵاو نەخۆشی🌷 بەدوربن🌹🌷اللە ڕزقی حەڵاڵتان بۆزیادبکا 🌹🌷اللهم امین🌹🌷,positive
قسه که ت زوووووووووووووووووووووووووووووووووووووور جوانه ده ست خوش ئه وه ڕیک له منا هه یه و ڕیک قسه ی دلی منیشت کرد 😭😭😭😭😔😔😔😔,positive
ڕۆژی لە دایک بونت پیرۆز بێت هیوای باشترینەکانت بۆ دەخوازم هیوادارم ٸاواتەکانت ببنە یادگای بۆت🙂❤️🖇️,positive
نوێکردنەوەکەی هۆسۆک لە ڕێگەی ئینستاگرام: 🐿: دوای گەشتێکی باش گەڕامەوە!!!! ئەوە جۆرێک بوو لە نواندنی تەواو لەسەر شانۆ کە دەمویست بە هەمووتانی نیشان بدەم بۆیە زۆر خۆم بۆ ئامادە کردبوو !!! من زۆر ئیشم لەسەر کرد بەڵام بە تایبەتی هەست دەکەم کە دەتوانم زیاتر لەوە بکەم. بەڵام دووبارە,positive
دگەل ئێک بون یا جوانە.🥰 بەلێ باوەری ب ئێکبون جوانترە.❤️,positive
خەمباری (لاتحْزن ان الله معنا) کێشەت هەیە (ان مع العسر یسرا) بێ هیوا بووی (لا تقْنتواْ من ڕحمە الله) دڵتەنگی (الا بذکر الله تطمئن الْقلوب) مرۆڤەکان قسەی ناخۆش دەکەن (ولا یحْزنک قولهم)👇🏻👇🏻👇🏻,negative
تاقەتی دەرەوەم نیە و لە ماڵەوەش تاقەتم نیە نازانم چی بکەم ؟؟🤦🏻‍♂️,negative
😂😂😂 مامە زۆر خەفەتی پێ ئەخۆن ئەترسن ئیشەکەیان ببێتە هەڕاج.,negative
ئەمساڵی پێشو لە سلێمانی دکتۆرێلی زۆر بەناونگی دان شوێنەکەیان پێ داخست لەبەر ئەوەی نەخۆشێکی ئایدزی هەبوو وە کاتێک ئیشی بۆ کردبوو دوای ئەو شتەکانی پاک نەکردبۆوە جوان 5کەسی دیکە توشی ئایدز بوون💀,negative
دادیس گۆنە بای یوو ئە مۆکینگ بێرگ😩,negative
"ئێرە سەفارەتخانە ڕژیمی دیکتاتۆرە ئێرانە لە وڵاتی بلژیک ▪️رێکخراوی لێبوردنی نێونەتەوەیی ئەمڕۆ لە بەردەم ئەم سەفارەتخانە لە سەر پەردەیەکی گەورە بە ئینگلیسی نووسی ""شەرم""",negative
هەندەکجار بەشەر ئەوەندە وەڕەس دەبی لەوەی هەر بجەنگی و بێ سوود بی تاقەتی نابی یەک شەقاویش بنێ..🫠🖤,negative
کورد تەنیا دەتوانێت بە مووسیلینی بڵێت فاشیست. چون کە جگە لە ئەو هیچ کەسێک لە کورد فاشیست تر نییە.😁,negative
3 سەعات دانیشی سەیری یاری کەیت و بشدۆڕێیت و ئەمەش حاڵی حەفتەکەو بێت 😂 کەس حاڵی بە حاڵی من نەبێ 😂🤦🏼‍♀️,negative
"کورد وەتەنی ئای جا دڵت دێشێ ""بە گونمەوە""😂",negative
ئەی بۆ فارسێک لە سێدارەدانی منو تۆ مەحکووم ناکات 😐😐😐😐😐😐😐😐😐😐,negative
هۆگری بێ دەنگی بووم نازانم خۆم مردووم یان وشەکانم، سڵاو هاوڕێیان ...🖤,negative
نزار قبانی دبێژیت: زەلامینیا تە کێم دبیت دەمێ وەل ئافرەتەکێ بکەی کو پەشیمان بیت حەشتەکری ♥️ 🌻,negative
یا حافیز یا مەحفوز کوڕە دەماشەاللەیەک بکە، دوایەش وەک و هاندەرێکی ئەرجەنتین ئەو قسەیە دەکەم زۆر پێم ناخۆشبوو لە یەدەگ داندرابوو کریستان وە زۆریش بێڕێزیبوو کە ئەوهایان لەگەڵ کرد پێم خۆش نەبوو ئەوها بەکەمی تەماشا بکرێ بەس خۆتان ئەوتان بەو ئاستە نەزانیبوو ئێمە چبکەین😁☹️,negative
یانی من بەم هەموو جوانەی خومەوە ئێستا ناشرینم😂😂؟,negative
دەردێکی گرانه زۆریش 🥲ان شاڵڵه حەڵ دەبێ,negative
وەڵا بژیت🌷 ئەوەی شایەنی نەبو جیمەنتۆیکە😍,negative
